Name,Title,Price,Availability,Description,Size,Dispatch
Bruno Fernandes,Bruno Fernandes Back Signed Manchester United 2022-23 Home Shirt With Fan Style Number In Classic Frame,£524.99,In stock,"This Manchester United shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on October 14th, 2022. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in classic shirt framing that features elegant black moulding with silver inlay, luxurious double mount, two high resolution action photos and Icons.com branded plaque.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Bruno Fernandes,Bruno Fernandes Back Signed Manchester United 2022-23 Home Shirt With Fan Style Number In Hero Frame: Option 1,£549.99,In stock,"This Manchester United shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on October 14th, 2022. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in hero shirt framing that features elegant black moulding with silver inlay, luxurious double mount, one large high resolution action photo and Icons.com branded plaque.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Bruno Fernandes,Bruno Fernandes Signed Plaque and Photo Frame: Manchester United Star,£239.99,In stock,"The plaque in this photo frame was signed by Bruno Fernandes during a private signing session in Manchester on October 14th, 2022. The plaque is framed below a photo of Fernandes celebrating a Premier League goal for Manchester United at Old Trafford during the 2021-22 season. It comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Bruno Fernandes,Bruno Fernandes Official UEFA Champions League Back Signed and Framed Manchester United 2022-23 Home Shirt With Fan Style Number,£649.99,In stock,"This Manchester United shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on October 14th, 2022. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic memorabilia displayed in our stunning official UCL frame, capturing the spirit of football's premier club competition.",Approximate size: 875mm (H) x 785mm (W) x 38mm (D),Dispatch time: Usually dispatched within 8-10 working days
Bruno Fernandes,Bruno Fernandes Official UEFA Champions League Back Signed and Hero Framed Manchester United 2022-23 Home Shirt With Fan Style Number,£699.99,In stock,"This Manchester United shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on October 14th, 2022. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic memorabilia displayed in our stunning official UCL frame, capturing the spirit of football's premier club competition.",Approximate size: 920mm (H) x 1120mm (W) x 20mm (D),Dispatch time: Usually dispatched within 8-10 working days
Bruno Fernandes,Bruno Fernandes & Luke Shaw Signed Manchester United Shirts In Official UEFA Champions League Dual Frame,£999.99,In stock,"This stunning 120cm x 90cm frame displays two signed shirts side by side: one signed by Bruno Fernandes and the other signed by Luke Shaw. Every frame comes with an official UEFA Champions League Certificate of Authenticity for each shirt, which gives details, where available, of the date and/or location at which the items were autographed. A spectacular homage to two great icons, this official UEFA Champions League Dual Frame is not to be missed!",Approximate size: 1000mm (H) x 1200mm (W) x 16mm (D),Dispatch time: Usually dispatched within 8-10 working days
Bruno Fernandes,Bruno Fernandes & Paul Scholes Signed Manchester United Shirts In Official UEFA Champions League Dual Frame,£999.99,In stock,"This stunning 120cm x 90cm frame displays two signed shirts side by side: one signed by Bruno Fernandes and the other signed by Paul Scholes. Every frame comes with an official UEFA Champions League Certificate of Authenticity for each shirt, which gives details, where available, of the date and/or location at which the items were autographed. A spectacular homage to two great icons, this official UEFA Champions League Dual Frame is not to be missed!",Approximate size: 1000mm (H) x 1200mm (W) x 16mm (D),Dispatch time: Usually dispatched within 8-10 working days
Bruno Fernandes,Bruno Fernandes Back Signed Portugal 2020-21 Home Shirt,£379.99,In stock,"This Portugal shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on November 29th, 2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Bruno Fernandes,Bruno Fernandes Back Signed Portugal 2020-21 Home Shirt In Deluxe Packaging,£414.99,In stock,"This Portugal shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on November 29th, 2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. This shirt comes presented in an Icons.com deluxe gift box, which helps protect and display your signed sports memorabilia, and is also perfect for gifting.",Approximate size: 375mm (H) x 315mm (W) x 40mm (D),Dispatch time: Usually dispatched within 3-4 working days
Bruno Fernandes,Bruno Fernandes Back Signed Portugal 2020-21 Home Shirt In Classic Frame,£554.99,In stock,"This Portugal shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on November 29th, 2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in classic shirt framing that features elegant black moulding with silver inlay, luxurious double mount, two high resolution action photos and Icons.com branded plaque.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Bruno Fernandes,Bruno Fernandes Back Signed Portugal 2020-21 Home Shirt In Hero Frame: Option 1,£579.99,In stock,"This Portugal shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on November 29th, 2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in hero shirt framing that features elegant black moulding with silver inlay, luxurious double mount, one large high resolution action photo and Icons.com branded plaque.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Bruno Fernandes,Bruno Fernandes Official FIFA World Cup Back Signed and Framed Portugal 2020-21 Home Shirt,£879.99,In stock,"This Portugal shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on November 29th, 2021. The shirt comes with an official FIFA World Cup Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Capture the spirit of the FIFA World Cup with this officially licensed product, exclusive to Icons.com.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
